UG;UNIDAD_GESTION;COD_CCAA;CCAA;COD_PROVINCIA;PROVINCIA
24104;Omañas, Las;7;Castilla y León;24;León
24105;Onzonilla;7;Castilla y León;24;León
24106;Oseja de Sajambre;7;Castilla y León;24;León
24107;Pajares de los Oteros;7;Castilla y León;24;León
24108;Palacios de la Valduerna;7;Castilla y León;24;León
24109;Palacios del Sil;7;Castilla y León;24;León
24110;Páramo del Sil;7;Castilla y León;24;León
24112;Peranzanes;7;Castilla y León;24;León
24113;Pobladura de Pelayo García;7;Castilla y León;24;León
24114;Pola de Gordón, La;7;Castilla y León;24;León
24115;Ponferrada;7;Castilla y León;24;León
24116;Posada de Valdeón;7;Castilla y León;24;León
24117;Pozuelo del Páramo;7;Castilla y León;24;León
24118;Prado de la Guzpeña;7;Castilla y León;24;León
24119;Priaranza del Bierzo;7;Castilla y León;24;León
24120;Prioro;7;Castilla y León;24;León
24121;Puebla de Lillo;7;Castilla y León;24;León
24122;Puente de Domingo Flórez;7;Castilla y León;24;León
24123;Quintana del Castillo;7;Castilla y León;24;León
24124;Quintana del Marco;7;Castilla y León;24;León
24125;Quintana y Congosto;7;Castilla y León;24;León
24127;Regueras de Arriba;7;Castilla y León;24;León
24129;Reyero;7;Castilla y León;24;León
24130;Riaño;7;Castilla y León;24;León
24131;Riego de la Vega;7;Castilla y León;24;León
24132;Riello;7;Castilla y León;24;León
24133;Rioseco de Tapia;7;Castilla y León;24;León
24134;Robla, La;7;Castilla y León;24;León
24136;Roperuelos del Páramo;7;Castilla y León;24;León
24137;Sabero;7;Castilla y León;24;León
24139;Sahagún;7;Castilla y León;24;León
24141;San Adrián del Valle;7;Castilla y León;24;León
24142;San Andrés del Rabanedo;7;Castilla y León;24;León
24143;Sancedo;7;Castilla y León;24;León
24144;San Cristóbal de la Polantera;7;Castilla y León;24;León
24145;San Emiliano;7;Castilla y León;24;León
24146;San Esteban de Nogales;7;Castilla y León;24;León
24148;San Justo de la Vega;7;Castilla y León;24;León
24149;San Millán de los Caballeros;7;Castilla y León;24;León
24150;San Pedro Bercianos;7;Castilla y León;24;León
24151;Santa Colomba de Curueño;7;Castilla y León;24;León
24152;Santa Colomba de Somoza;7;Castilla y León;24;León
24153;Santa Cristina de Valmadrigal;7;Castilla y León;24;León
24154;Santa Elena de Jamuz;7;Castilla y León;24;León
24155;Santa María de la Isla;7;Castilla y León;24;León
24156;Santa María del Monte de Cea;7;Castilla y León;24;León
24157;Santa María del Páramo;7;Castilla y León;24;León
24158;Santa María de Ordás;7;Castilla y León;24;León
24159;Santa Marina del Rey;7;Castilla y León;24;León
24160;Santas Martas;7;Castilla y León;24;León
24161;Santiago Millas;7;Castilla y León;24;León
24162;Santovenia de la Valdoncina;7;Castilla y León;24;León
24163;Sariegos;7;Castilla y León;24;León
24164;Sena de Luna;7;Castilla y León;24;León
24165;Sobrado;7;Castilla y León;24;León
24166;Soto de la Vega;7;Castilla y León;24;León
24167;Soto y Amío;7;Castilla y León;24;León
24168;Toral de los Guzmanes;7;Castilla y León;24;León
24169;Toreno;7;Castilla y León;24;León
24170;Torre del Bierzo;7;Castilla y León;24;León
24171;Trabadelo;7;Castilla y León;24;León
24172;Truchas;7;Castilla y León;24;León
24173;Turcia;7;Castilla y León;24;León
24174;Urdiales del Páramo;7;Castilla y León;24;León
24175;Valdefresno;7;Castilla y León;24;León
24176;Valdefuentes del Páramo;7;Castilla y León;24;León
24177;Valdelugueros;7;Castilla y León;24;León
24178;Valdemora;7;Castilla y León;24;León
24179;Valdepiélago;7;Castilla y León;24;León
24180;Valdepolo;7;Castilla y León;24;León
24181;Valderas;7;Castilla y León;24;León
24182;Valderrey;7;Castilla y León;24;León
24183;Valderrueda;7;Castilla y León;24;León
24184;Valdesamario;7;Castilla y León;24;León
24185;Val de San Lorenzo;7;Castilla y León;24;León
24187;Valdevimbre;7;Castilla y León;24;León
24188;Valencia de Don Juan;7;Castilla y León;24;León
24189;Valverde de la Virgen;7;Castilla y León;24;León
24190;Valverde-Enrique;7;Castilla y León;24;León
24191;Vallecillo;7;Castilla y León;24;León
24193;Vecilla, La;7;Castilla y León;24;León
24194;Vegacervera;7;Castilla y León;24;León
24196;Vega de Espinareda;7;Castilla y León;24;León
24197;Vega de Infanzones;7;Castilla y León;24;León
24198;Vega de Valcarce;7;Castilla y León;24;León
24199;Vegaquemada;7;Castilla y León;24;León
24201;Vegas del Condado;7;Castilla y León;24;León
24202;Villablino;7;Castilla y León;24;León
24203;Villabraz;7;Castilla y León;24;León
24205;Villadangos del Páramo;7;Castilla y León;24;León
24206;Toral de los Vados;7;Castilla y León;24;León
24207;Villademor de la Vega;7;Castilla y León;24;León
24209;Villafranca del Bierzo;7;Castilla y León;24;León
24210;Villagatón;7;Castilla y León;24;León
24211;Villamandos;7;Castilla y León;24;León
24212;Villamañán;7;Castilla y León;24;León
24213;Villamartín de Don Sancho;7;Castilla y León;24;León
24214;Villamejil;7;Castilla y León;24;León
24215;Villamol;7;Castilla y León;24;León
24216;Villamontán de la Valduerna;7;Castilla y León;24;León
24217;Villamoratiel de las Matas;7;Castilla y León;24;León
24218;Villanueva de las Manzanas;7;Castilla y León;24;León
24219;Villaobispo de Otero;7;Castilla y León;24;León
24221;Villaquejida;7;Castilla y León;24;León
24222;Villaquilambre;7;Castilla y León;24;León
24223;Villarejo de Órbigo;7;Castilla y León;24;León
24224;Villares de Órbigo;7;Castilla y León;24;León
24225;Villasabariego;7;Castilla y León;24;León
24226;Villaselán;7;Castilla y León;24;León
24227;Villaturiel;7;Castilla y León;24;León
24228;Villazala;7;Castilla y León;24;León
24229;Villazanzo de Valderaduey;7;Castilla y León;24;León
24230;Zotes del Páramo;7;Castilla y León;24;León
24901;Villamanín;7;Castilla y León;24;León
24902;Villaornate y Castro;7;Castilla y León;24;León
25001;Abella de la Conca;8;Cataluña;25;Lleida
25002;Àger;8;Cataluña;25;Lleida
25003;Agramunt;8;Cataluña;25;Lleida
25004;Alamús, Els;8;Cataluña;25;Lleida
25005;Alàs i Cerc;8;Cataluña;25;Lleida
25006;Albagés, L`;8;Cataluña;25;Lleida
25007;Albatàrrec;8;Cataluña;25;Lleida
25008;Albesa;8;Cataluña;25;Lleida
25009;Albi, L`;8;Cataluña;25;Lleida
25010;Alcanó;8;Cataluña;25;Lleida
25011;Alcarràs;8;Cataluña;25;Lleida
25012;Alcoletge;8;Cataluña;25;Lleida
25013;Alfarràs;8;Cataluña;25;Lleida
25014;Alfés;8;Cataluña;25;Lleida
25015;Algerri;8;Cataluña;25;Lleida
25016;Alguaire;8;Cataluña;25;Lleida
25017;Alins;8;Cataluña;25;Lleida
25019;Almacelles;8;Cataluña;25;Lleida
25020;Almatret;8;Cataluña;25;Lleida
25021;Almenar;8;Cataluña;25;Lleida
25022;Alòs de Balaguer;8;Cataluña;25;Lleida
25023;Alpicat;8;Cataluña;25;Lleida
25024;Alt Àneu;8;Cataluña;25;Lleida
25025;Naut Aran;8;Cataluña;25;Lleida
25027;Anglesola;8;Cataluña;25;Lleida
25029;Arbeca;8;Cataluña;25;Lleida
25030;Pont de Bar, El;8;Cataluña;25;Lleida
25031;Arres;8;Cataluña;25;Lleida
25032;Arsèguel;8;Cataluña;25;Lleida
25033;Artesa de Lleida;8;Cataluña;25;Lleida
25034;Artesa de Segre;8;Cataluña;25;Lleida
25035;Sentiu de Sió, La;8;Cataluña;25;Lleida
25036;Aspa;8;Cataluña;25;Lleida
25037;Avellanes i Santa Linya, Les;8;Cataluña;25;Lleida
25038;Aitona;8;Cataluña;25;Lleida
25039;Baix Pallars;8;Cataluña;25;Lleida
25040;Balaguer;8;Cataluña;25;Lleida
25041;Barbens;8;Cataluña;25;Lleida
25042;Baronia de Rialb, La;8;Cataluña;25;Lleida
25043;Vall de Boí, La;8;Cataluña;25;Lleida
25044;Bassella;8;Cataluña;25;Lleida
25045;Bausen;8;Cataluña;25;Lleida
25046;Belianes;8;Cataluña;25;Lleida
25047;Bellcaire d`Urgell;8;Cataluña;25;Lleida
25048;Bell-lloc d`Urgell;8;Cataluña;25;Lleida
25049;Bellmunt d`Urgell;8;Cataluña;25;Lleida
25050;Bellpuig;8;Cataluña;25;Lleida
25051;Bellver de Cerdanya;8;Cataluña;25;Lleida
25052;Bellvís;8;Cataluña;25;Lleida
25053;Benavent de Segrià;8;Cataluña;25;Lleida
25055;Biosca;8;Cataluña;25;Lleida
25056;Bovera;8;Cataluña;25;Lleida
25057;Bòrdes, Es;8;Cataluña;25;Lleida
25058;Borges Blanques, Les;8;Cataluña;25;Lleida
25059;Bossòst;8;Cataluña;25;Lleida
25060;Cabanabona;8;Cataluña;25;Lleida
25061;Cabó;8;Cataluña;25;Lleida
25062;Camarasa;8;Cataluña;25;Lleida
25063;Canejan;8;Cataluña;25;Lleida
25064;Castellar de la Ribera;8;Cataluña;25;Lleida
25067;Castelldans;8;Cataluña;25;Lleida
25068;Castellnou de Seana;8;Cataluña;25;Lleida
25069;Castelló de Farfanya;8;Cataluña;25;Lleida
25070;Castellserà;8;Cataluña;25;Lleida
25071;Cava;8;Cataluña;25;Lleida
25072;Cervera;8;Cataluña;25;Lleida
25073;Cervià de les Garrigues;8;Cataluña;25;Lleida
25074;Ciutadilla;8;Cataluña;25;Lleida
25075;Clariana de Cardener;8;Cataluña;25;Lleida
25076;Cogul, El;8;Cataluña;25;Lleida
25077;Coll de Nargó;8;Cataluña;25;Lleida
25078;Corbins;8;Cataluña;25;Lleida
25079;Cubells;8;Cataluña;25;Lleida
25081;Espluga Calba, L`;8;Cataluña;25;Lleida
25082;Espot;8;Cataluña;25;Lleida
25085;Estaràs;8;Cataluña;25;Lleida
25086;Esterri d`Àneu;8;Cataluña;25;Lleida
25087;Esterri de Cardós;8;Cataluña;25;Lleida
25088;Estamariu;8;Cataluña;25;Lleida
25089;Farrera;8;Cataluña;25;Lleida
25092;Floresta, La;8;Cataluña;25;Lleida
25093;Fondarella;8;Cataluña;25;Lleida
25094;Foradada;8;Cataluña;25;Lleida
25096;Fuliola, La;8;Cataluña;25;Lleida
25097;Fulleda;8;Cataluña;25;Lleida
25098;Gavet de la Conca;8;Cataluña;25;Lleida
25099;Golmés;8;Cataluña;25;Lleida
25100;Gósol;8;Cataluña;25;Lleida
25101;Granadella, La;8;Cataluña;25;Lleida
25102;Granja d`Escarp, La;8;Cataluña;25;Lleida
25103;Granyanella;8;Cataluña;25;Lleida
25104;Granyena de Segarra;8;Cataluña;25;Lleida
25105;Granyena de les Garrigues;8;Cataluña;25;Lleida
25109;Guimerà;8;Cataluña;25;Lleida
25110;Guissona;8;Cataluña;25;Lleida
25111;Guixers;8;Cataluña;25;Lleida
25112;Ivars de Noguera;8;Cataluña;25;Lleida
25113;Ivars d`Urgell;8;Cataluña;25;Lleida
25114;Ivorra;8;Cataluña;25;Lleida
25115;Isona i Conca Dellà;8;Cataluña;25;Lleida
25118;Juncosa;8;Cataluña;25;Lleida
25119;Juneda;8;Cataluña;25;Lleida
25120;Lleida;8;Cataluña;25;Lleida
25121;Les;8;Cataluña;25;Lleida
25122;Linyola;8;Cataluña;25;Lleida
25123;Lladorre;8;Cataluña;25;Lleida
25124;Lladurs;8;Cataluña;25;Lleida
25125;Llardecans;8;Cataluña;25;Lleida
25126;Llavorsí;8;Cataluña;25;Lleida
25127;Lles de Cerdanya;8;Cataluña;25;Lleida
25128;Llimiana;8;Cataluña;25;Lleida
25129;Llobera;8;Cataluña;25;Lleida
25130;Maldà;8;Cataluña;25;Lleida
25131;Massalcoreig;8;Cataluña;25;Lleida
25132;Massoteres;8;Cataluña;25;Lleida
25133;Maials;8;Cataluña;25;Lleida
25134;Menàrguens;8;Cataluña;25;Lleida
25135;Miralcamp;8;Cataluña;25;Lleida
25136;Molsosa, La;8;Cataluña;25;Lleida
25137;Mollerussa;8;Cataluña;25;Lleida
25138;Montgai;8;Cataluña;25;Lleida
25139;Montellà i Martinet;8;Cataluña;25;Lleida
25140;Montferrer i Castellbò;8;Cataluña;25;Lleida
25141;Montoliu de Segarra;8;Cataluña;25;Lleida
25142;Montoliu de Lleida;8;Cataluña;25;Lleida
25143;Montornès de Segarra;8;Cataluña;25;Lleida
25145;Nalec;8;Cataluña;25;Lleida
25146;Navès;8;Cataluña;25;Lleida
25148;Odèn;8;Cataluña;25;Lleida
25149;Oliana;8;Cataluña;25;Lleida
25150;Oliola;8;Cataluña;25;Lleida
25151;Olius;8;Cataluña;25;Lleida
25152;Oluges, Les;8;Cataluña;25;Lleida
25153;Omellons, Els;8;Cataluña;25;Lleida
25154;Omells de na Gaia, Els;8;Cataluña;25;Lleida
25155;Organyà;8;Cataluña;25;Lleida
25156;Os de Balaguer;8;Cataluña;25;Lleida
25157;Ossó de Sió;8;Cataluña;25;Lleida
25158;Palau d`Anglesola, El;8;Cataluña;25;Lleida
25161;Conca de Dalt;8;Cataluña;25;Lleida
25163;Coma i la Pedra, La;8;Cataluña;25;Lleida
25164;Penelles;8;Cataluña;25;Lleida
25165;Peramola;8;Cataluña;25;Lleida
25166;Pinell de Solsonès;8;Cataluña;25;Lleida
25167;Pinós;8;Cataluña;25;Lleida
25168;Poal, El;8;Cataluña;25;Lleida
25169;Pobla de Cérvoles, La;8;Cataluña;25;Lleida
25170;Bellaguarda;8;Cataluña;25;Lleida
25171;Pobla de Segur, La;8;Cataluña;25;Lleida
25172;Ponts;8;Cataluña;25;Lleida
25173;Pont de Suert, El;8;Cataluña;25;Lleida
25174;Portella, La;8;Cataluña;25;Lleida
25175;Prats i Sansor;8;Cataluña;25;Lleida
25176;Preixana;8;Cataluña;25;Lleida
25177;Preixens;8;Cataluña;25;Lleida
25179;Prullans;8;Cataluña;25;Lleida
25180;Puiggròs;8;Cataluña;25;Lleida
25181;Puigverd d`Agramunt;8;Cataluña;25;Lleida
25182;Puigverd de Lleida;8;Cataluña;25;Lleida
25183;Rialp;8;Cataluña;25;Lleida
25185;Ribera d`Urgellet;8;Cataluña;25;Lleida
25186;Riner;8;Cataluña;25;Lleida
25189;Rosselló;8;Cataluña;25;Lleida
25190;Salàs de Pallars;8;Cataluña;25;Lleida
25191;Sanaüja;8;Cataluña;25;Lleida
25192;Sant Guim de Freixenet;8;Cataluña;25;Lleida
25193;Sant Llorenç de Morunys;8;Cataluña;25;Lleida
25194;Sant Ramon;8;Cataluña;25;Lleida
25196;Sant Esteve de la Sarga;8;Cataluña;25;Lleida
25197;Sant Guim de la Plana;8;Cataluña;25;Lleida
25200;Sarroca de Lleida;8;Cataluña;25;Lleida
25201;Sarroca de Bellera;8;Cataluña;25;Lleida
25202;Senterada;8;Cataluña;25;Lleida
25203;Seu d`Urgell, La;8;Cataluña;25;Lleida
25204;Seròs;8;Cataluña;25;Lleida
25205;Sidamon;8;Cataluña;25;Lleida
25206;Soleràs, El;8;Cataluña;25;Lleida
25207;Solsona;8;Cataluña;25;Lleida
25208;Soriguera;8;Cataluña;25;Lleida
25209;Sort;8;Cataluña;25;Lleida
25210;Soses;8;Cataluña;25;Lleida
25211;Sudanell;8;Cataluña;25;Lleida
25212;Sunyer;8;Cataluña;25;Lleida
25215;Talarn;8;Cataluña;25;Lleida
25216;Talavera;8;Cataluña;25;Lleida
25217;Tàrrega;8;Cataluña;25;Lleida
25218;Tarrés;8;Cataluña;25;Lleida
25219;Tarroja de Segarra;8;Cataluña;25;Lleida
25220;Térmens;8;Cataluña;25;Lleida
25221;Tírvia;8;Cataluña;25;Lleida
25222;Tiurana;8;Cataluña;25;Lleida
25223;Torà;8;Cataluña;25;Lleida
25224;Torms, Els;8;Cataluña;25;Lleida
25225;Tornabous;8;Cataluña;25;Lleida
25226;Torrebesses;8;Cataluña;25;Lleida
25227;Torre de Cabdella, La;8;Cataluña;25;Lleida
25228;Torrefarrera;8;Cataluña;25;Lleida
25230;Torregrossa;8;Cataluña;25;Lleida
25231;Torrelameu;8;Cataluña;25;Lleida
25232;Torres de Segre;8;Cataluña;25;Lleida
25233;Torre-serona;8;Cataluña;25;Lleida
25234;Tremp;8;Cataluña;25;Lleida
25238;Vallbona de les Monges;8;Cataluña;25;Lleida
25239;Valls de Valira, Les;8;Cataluña;25;Lleida
25240;Vallfogona de Balaguer;8;Cataluña;25;Lleida
25242;Verdú;8;Cataluña;25;Lleida
25243;Vielha e Mijaran;8;Cataluña;25;Lleida
25244;Vilagrassa;8;Cataluña;25;Lleida
25245;Vilaller;8;Cataluña;25;Lleida
25247;Vilamòs;8;Cataluña;25;Lleida
25248;Vilanova de Bellpuig;8;Cataluña;25;Lleida
25249;Vilanova de l`Aguda;8;Cataluña;25;Lleida
25250;Vilanova de Meià;8;Cataluña;25;Lleida
25251;Vilanova de Segrià;8;Cataluña;25;Lleida
25252;Vila-sana;8;Cataluña;25;Lleida
25253;Vilosell, El;8;Cataluña;25;Lleida
25254;Vilanova de la Barca;8;Cataluña;25;Lleida
25255;Vinaixa;8;Cataluña;25;Lleida
25901;Vall de Cardós;8;Cataluña;25;Lleida
25902;Sant Martí de Riucorb;8;Cataluña;25;Lleida
25903;Guingueta d`Àneu, La;8;Cataluña;25;Lleida
25904;Castell de Mur;8;Cataluña;25;Lleida
25905;Ribera d`Ondara;8;Cataluña;25;Lleida
25906;Valls d`Aguilar, Les;8;Cataluña;25;Lleida
25907;Torrefeta i Florejacs;8;Cataluña;25;Lleida
25908;Fígols i Alinyà;8;Cataluña;25;Lleida
25909;Vansa i Fórnols, La;8;Cataluña;25;Lleida
25910;Josa i Tuixén;8;Cataluña;25;Lleida
25911;Plans de Sió, Els;8;Cataluña;25;Lleida
25912;Gimenells i el Pla de la Font;8;Cataluña;25;Lleida
25913;Riu de Cerdanya;8;Cataluña;25;Lleida
26001;Ábalos;12;CCAA La Rioja;26;CCAA La Rioja
26002;Agoncillo;12;CCAA La Rioja;26;CCAA La Rioja
26003;Aguilar del Río Alhama;12;CCAA La Rioja;26;CCAA La Rioja
26004;Ajamil de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26005;Albelda de Iregua;12;CCAA La Rioja;26;CCAA La Rioja
26006;Alberite;12;CCAA La Rioja;26;CCAA La Rioja
26007;Alcanadre;12;CCAA La Rioja;26;CCAA La Rioja
26008;Aldeanueva de Ebro;12;CCAA La Rioja;26;CCAA La Rioja
26009;Alesanco;12;CCAA La Rioja;26;CCAA La Rioja
26010;Alesón;12;CCAA La Rioja;26;CCAA La Rioja
26011;Alfaro;12;CCAA La Rioja;26;CCAA La Rioja
26012;Almarza de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26013;Anguciana;12;CCAA La Rioja;26;CCAA La Rioja
26014;Anguiano;12;CCAA La Rioja;26;CCAA La Rioja
26015;Arenzana de Abajo;12;CCAA La Rioja;26;CCAA La Rioja
26016;Arenzana de Arriba;12;CCAA La Rioja;26;CCAA La Rioja
26017;Arnedillo;12;CCAA La Rioja;26;CCAA La Rioja
26018;Arnedo;12;CCAA La Rioja;26;CCAA La Rioja
26019;Arrúbal;12;CCAA La Rioja;26;CCAA La Rioja
26020;Ausejo;12;CCAA La Rioja;26;CCAA La Rioja
26021;Autol;12;CCAA La Rioja;26;CCAA La Rioja
26022;Azofra;12;CCAA La Rioja;26;CCAA La Rioja
26023;Badarán;12;CCAA La Rioja;26;CCAA La Rioja
26024;Bañares;12;CCAA La Rioja;26;CCAA La Rioja
26025;Baños de CCAA La Rioja;12;CCAA La Rioja;26;CCAA La Rioja
26026;Baños de Río Tobía;12;CCAA La Rioja;26;CCAA La Rioja
26027;Berceo;12;CCAA La Rioja;26;CCAA La Rioja
26028;Bergasa;12;CCAA La Rioja;26;CCAA La Rioja
26029;Bergasillas Bajera;12;CCAA La Rioja;26;CCAA La Rioja
26030;Bezares;12;CCAA La Rioja;26;CCAA La Rioja
26031;Bobadilla;12;CCAA La Rioja;26;CCAA La Rioja
26032;Brieva de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26033;Briñas;12;CCAA La Rioja;26;CCAA La Rioja
26034;Briones;12;CCAA La Rioja;26;CCAA La Rioja
26035;Cabezón de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26036;Calahorra;12;CCAA La Rioja;26;CCAA La Rioja
26037;Camprovín;12;CCAA La Rioja;26;CCAA La Rioja
26038;Canales de la Sierra;12;CCAA La Rioja;26;CCAA La Rioja
26039;Canillas de Río Tuerto;12;CCAA La Rioja;26;CCAA La Rioja
26040;Cañas;12;CCAA La Rioja;26;CCAA La Rioja
26041;Cárdenas;12;CCAA La Rioja;26;CCAA La Rioja
26042;Casalarreina;12;CCAA La Rioja;26;CCAA La Rioja
26043;Castañares de CCAA La Rioja;12;CCAA La Rioja;26;CCAA La Rioja
26044;Castroviejo;12;CCAA La Rioja;26;CCAA La Rioja
26045;Cellorigo;12;CCAA La Rioja;26;CCAA La Rioja
26046;Cenicero;12;CCAA La Rioja;26;CCAA La Rioja
26047;Cervera del Río Alhama;12;CCAA La Rioja;26;CCAA La Rioja
26048;Cidamón;12;CCAA La Rioja;26;CCAA La Rioja
26049;Cihuri;12;CCAA La Rioja;26;CCAA La Rioja
26050;Cirueña;12;CCAA La Rioja;26;CCAA La Rioja
26051;Clavijo;12;CCAA La Rioja;26;CCAA La Rioja
26052;Cordovín;12;CCAA La Rioja;26;CCAA La Rioja
26053;Corera;12;CCAA La Rioja;26;CCAA La Rioja
26054;Cornago;12;CCAA La Rioja;26;CCAA La Rioja
26055;Corporales;12;CCAA La Rioja;26;CCAA La Rioja
26056;Cuzcurrita de Río Tirón;12;CCAA La Rioja;26;CCAA La Rioja
26057;Daroca de CCAA La Rioja;12;CCAA La Rioja;26;CCAA La Rioja
26058;Enciso;12;CCAA La Rioja;26;CCAA La Rioja
26059;Entrena;12;CCAA La Rioja;26;CCAA La Rioja
26060;Estollo;12;CCAA La Rioja;26;CCAA La Rioja
26061;Ezcaray;12;CCAA La Rioja;26;CCAA La Rioja
26062;Foncea;12;CCAA La Rioja;26;CCAA La Rioja
26063;Fonzaleche;12;CCAA La Rioja;26;CCAA La Rioja
26064;Fuenmayor;12;CCAA La Rioja;26;CCAA La Rioja
26065;Galbárruli;12;CCAA La Rioja;26;CCAA La Rioja
26066;Galilea;12;CCAA La Rioja;26;CCAA La Rioja
26067;Gallinero de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26068;Gimileo;12;CCAA La Rioja;26;CCAA La Rioja
26069;Grañón;12;CCAA La Rioja;26;CCAA La Rioja
26070;Grávalos;12;CCAA La Rioja;26;CCAA La Rioja
26071;Haro;12;CCAA La Rioja;26;CCAA La Rioja
26072;Herce;12;CCAA La Rioja;26;CCAA La Rioja
26073;Herramélluri;12;CCAA La Rioja;26;CCAA La Rioja
26074;Hervías;12;CCAA La Rioja;26;CCAA La Rioja
26075;Hormilla;12;CCAA La Rioja;26;CCAA La Rioja
26076;Hormilleja;12;CCAA La Rioja;26;CCAA La Rioja
26077;Hornillos de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26078;Hornos de Moncalvillo;12;CCAA La Rioja;26;CCAA La Rioja
26079;Huércanos;12;CCAA La Rioja;26;CCAA La Rioja
26080;Igea;12;CCAA La Rioja;26;CCAA La Rioja
26081;Jalón de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26082;Laguna de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26083;Lagunilla del Jubera;12;CCAA La Rioja;26;CCAA La Rioja
26084;Lardero;12;CCAA La Rioja;26;CCAA La Rioja
26086;Ledesma de la Cogolla;12;CCAA La Rioja;26;CCAA La Rioja
26087;Leiva;12;CCAA La Rioja;26;CCAA La Rioja
26088;Leza de Río Leza;12;CCAA La Rioja;26;CCAA La Rioja
26089;Logroño;12;CCAA La Rioja;26;CCAA La Rioja
26091;Lumbreras;12;CCAA La Rioja;26;CCAA La Rioja
26092;Manjarrés;12;CCAA La Rioja;26;CCAA La Rioja
26093;Mansilla de la Sierra;12;CCAA La Rioja;26;CCAA La Rioja
26094;Manzanares de CCAA La Rioja;12;CCAA La Rioja;26;CCAA La Rioja
26095;Matute;12;CCAA La Rioja;26;CCAA La Rioja
26096;Medrano;12;CCAA La Rioja;26;CCAA La Rioja
26098;Munilla;12;CCAA La Rioja;26;CCAA La Rioja
26099;Murillo de Río Leza;12;CCAA La Rioja;26;CCAA La Rioja
26100;Muro de Aguas;12;CCAA La Rioja;26;CCAA La Rioja
26101;Muro en Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26102;Nájera;12;CCAA La Rioja;26;CCAA La Rioja
26103;Nalda;12;CCAA La Rioja;26;CCAA La Rioja
26104;Navajún;12;CCAA La Rioja;26;CCAA La Rioja
26105;Navarrete;12;CCAA La Rioja;26;CCAA La Rioja
26106;Nestares;12;CCAA La Rioja;26;CCAA La Rioja
26107;Nieva de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26108;Ocón;12;CCAA La Rioja;26;CCAA La Rioja
26109;Ochánduri;12;CCAA La Rioja;26;CCAA La Rioja
26110;Ojacastro;12;CCAA La Rioja;26;CCAA La Rioja
26111;Ollauri;12;CCAA La Rioja;26;CCAA La Rioja
26112;Ortigosa de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26113;Pazuengos;12;CCAA La Rioja;26;CCAA La Rioja
26114;Pedroso;12;CCAA La Rioja;26;CCAA La Rioja
26115;Pinillos;12;CCAA La Rioja;26;CCAA La Rioja
26117;Pradejón;12;CCAA La Rioja;26;CCAA La Rioja
26118;Pradillo;12;CCAA La Rioja;26;CCAA La Rioja
26119;Préjano;12;CCAA La Rioja;26;CCAA La Rioja
26120;Quel;12;CCAA La Rioja;26;CCAA La Rioja
26121;Rabanera;12;CCAA La Rioja;26;CCAA La Rioja
26122;Rasillo de Cameros, El;12;CCAA La Rioja;26;CCAA La Rioja
26123;Redal, El;12;CCAA La Rioja;26;CCAA La Rioja
26124;Ribafrecha;12;CCAA La Rioja;26;CCAA La Rioja
26125;Rincón de Soto;12;CCAA La Rioja;26;CCAA La Rioja
26126;Robres del Castillo;12;CCAA La Rioja;26;CCAA La Rioja
26127;Rodezno;12;CCAA La Rioja;26;CCAA La Rioja
26128;Sajazarra;12;CCAA La Rioja;26;CCAA La Rioja
26129;San Asensio;12;CCAA La Rioja;26;CCAA La Rioja
26130;San Millán de la Cogolla;12;CCAA La Rioja;26;CCAA La Rioja
26131;San Millán de Yécora;12;CCAA La Rioja;26;CCAA La Rioja
26132;San Román de Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26134;Santa Coloma;12;CCAA La Rioja;26;CCAA La Rioja
26135;Santa Engracia del Jubera;12;CCAA La Rioja;26;CCAA La Rioja
26136;Santa Eulalia Bajera;12;CCAA La Rioja;26;CCAA La Rioja
26138;Santo Domingo de la Calzada;12;CCAA La Rioja;26;CCAA La Rioja
26139;San Torcuato;12;CCAA La Rioja;26;CCAA La Rioja
26140;Santurde de CCAA La Rioja;12;CCAA La Rioja;26;CCAA La Rioja
26141;Santurdejo;12;CCAA La Rioja;26;CCAA La Rioja
26142;San Vicente de la Sonsierra;12;CCAA La Rioja;26;CCAA La Rioja
26143;Sojuela;12;CCAA La Rioja;26;CCAA La Rioja
26144;Sorzano;12;CCAA La Rioja;26;CCAA La Rioja
26145;Sotés;12;CCAA La Rioja;26;CCAA La Rioja
26146;Soto en Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26147;Terroba;12;CCAA La Rioja;26;CCAA La Rioja
26148;Tirgo;12;CCAA La Rioja;26;CCAA La Rioja
26149;Tobía;12;CCAA La Rioja;26;CCAA La Rioja
26150;Tormantos;12;CCAA La Rioja;26;CCAA La Rioja
26151;Torrecilla en Cameros;12;CCAA La Rioja;26;CCAA La Rioja
26152;Torrecilla sobre Alesanco;12;CCAA La Rioja;26;CCAA La Rioja
